"conversation_id","helpfulness","clarity","accuracy","helpfulness_reasoning","clarity_reasoning","accuracy_reasoning","total_turns","avg_user_length","avg_bot_length","language","sensitive_score","sensitive_count"
"conv_309",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 The chatbot's responses are generally",60,99.4,649.6666666666666,"English",0.0,0
"conv_310",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provided accurate and supportive",60,92.03333333333333,669.3333333333334,"English",0.0,0
"conv_311",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 Reasoning: - The chatbot","9 The chatbot's responses are generally",60,108.86666666666666,721.7,"English",0.0,0
"conv_312",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,108.76666666666667,668.9333333333333,"English",0.0,0
"conv_313",8.0,8.0,9.0,"8 The chatbot provides helpful and relevant","8 Reasoning: - The chatbot","9 Le chatbot fournit des informations",60,108.3,657.0666666666667,"English",0.0,0
"conv_314",9.0,9.0,8.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","8 The chatbot provides generally accurate and",60,110.13333333333334,698.0666666666667,"English",0.0,0
"conv_315",9.0,9.0,9.0,"9 Explanation: The chatbot provides helpful","9 Explanation: The chatbot's responses","9 Uchambuzi: Chat",60,90.66666666666667,571.5333333333333,"English",0.0,0
"conv_316",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,107.4,686.8,"English",0.0,0
"conv_317",8.0,8.0,8.0,"8 The chatbot provides helpful and actionable","8 Reasoning: - The chatbot","8 The chatbot provides generally accurate and",60,91.96666666666667,622.7,"English",0.0,0
"conv_318",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,81.73333333333333,479.03333333333336,"English",0.0,0
"conv_319",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provided accurate and evidence",60,100.66666666666667,646.0333333333333,"English",0.0,0
"conv_320",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 Reasoning: - The chatbot","9 The chatbot's responses are generally",60,111.63333333333334,676.6333333333333,"English",0.0,0
"conv_321",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,99.2,719.2666666666667,"English",0.0,0
"conv_322",9.0,9.0,9.0,"9 De chatbot biedt nutt","9 Reasoning: - The chatbot","9 De chatbot geeft accurate en",60,92.33333333333333,675.7,"English",0.0,0
"conv_323",9.0,9.0,9.0,"9 Reasoning: - The chatbot","9 Reasoning: - The chatbot","9 Reasoning: The chatbot provides",60,105.6,630.2333333333333,"English",0.0,0
"conv_324",8.0,8.0,9.0,"8 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","9 Reasoning: - The chatbot",60,97.36666666666666,686.7,"English",0.0,0
"conv_325",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,94.66666666666667,668.6333333333333,"English",0.0,0
"conv_326",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,101.23333333333333,624.4,"English",0.0,0
"conv_327",9.0,9.0,9.0,"9 Reasoning: - The chatbot","9 Reasoning: - The chatbot","9 Reasoning: - The chatbot",60,91.96666666666667,623.3333333333334,"English",0.0,0
"conv_328",10.0,9.0,9.0,"10 The chatbot provides extremely helpful and","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,109.06666666666666,727.3333333333334,"English",0.0,0
"conv_329",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provided accurate and evidence",60,92.33333333333333,635.2,"English",0.0,0
"conv_330",9.0,9.0,9.0,"9 The chatbot provides helpful and relevant","9 Reasoning: - The chatbot","9 The chatbot provided accurate and evidence",60,104.5,654.1,"English",0.0,0
"conv_331",8.0,9.0,9.0,"8 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 The chatbot provided accurate and evidence",60,104.36666666666666,648.5666666666667,"English",0.0,0
"conv_332",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 Reasoning: - The chatbot","9 Reasoning: - The chatbot",60,101.5,619.4333333333333,"English",0.0,0
"conv_333",8.0,8.0,8.0,"8 The chatbot provides helpful and relevant","8 Reasoning: - The chatbot","8 El chatbot proporciona información general",60,102.96666666666667,634.9333333333333,"English",0.0,0
"conv_334",8.0,8.0,9.0,"8 The chatbot provides helpful and actionable","8 Reasoning: - The chatbot","9 De chatbot geeft accurate informatie",60,93.93333333333334,661.3,"English",0.0,0
"conv_335",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 Reasoning: The chatbot provides",60,98.46666666666667,625.5666666666667,"English",0.0,0
"conv_336",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provided accurate and evidence",60,102.5,707.9666666666667,"English",0.0,0
"conv_337",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,91.23333333333333,649.9333333333333,"English",0.0,0
"conv_338",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,106.73333333333333,622.1333333333333,"English",0.0,0
"conv_339",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,114.93333333333334,625.1,"English",0.0,0
"conv_340",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,106.23333333333333,674.2,"English",0.0,0
"conv_341",10.0,9.0,9.0,"10 The chatbot provides clear, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate, evidence",60,99.9,754.1666666666666,"English",0.0,0
"conv_342",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,109.73333333333333,686.8333333333334,"English",0.0,0
"conv_343",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 Reasoning: - The chatbot",60,99.13333333333334,621.6666666666666,"English",0.0,0
"conv_344",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,101.63333333333334,623.5333333333333,"English",0.0,0
"conv_345",9.0,9.0,9.0,"9 The chatbot's responses are highly","9 Reasoning: - The chatbot","9 Reasoning: - The chatbot",60,104.16666666666667,628.0,"English",0.0,0
"conv_346",9.0,8.0,9.0,"9 De chatbot biedt nutt","8 Reasoning: The chatbot's","9 De chatbot geeft accurate en",60,98.63333333333334,670.3,"English",0.0,0
"conv_347",9.0,8.0,9.0,"9 De chatbot biedt over het","8 Reasoning: - The chatbot","9 Reasoning: * The chat",60,93.8,647.2,"English",0.0,0
"conv_348",9.0,9.0,9.0,"9 De chatbot biedt nutt","9 Reasoning: - The chatbot","9 Reasoning: The chatbot provides",60,101.06666666666666,684.4,"English",0.0,0
"conv_349",8.0,9.0,9.0,"8 The chatbot provides helpful and empath","9 The chatbot's responses are clear","9 The chatbot provides accurate and empath",60,105.93333333333334,676.7333333333333,"English",0.0,0
"conv_350",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,105.5,729.0,"English",0.0,0
"conv_351",8.0,8.0,8.0,"8 Reasoning: - The chatbot","8 Reasoning: - The chatbot","8 The chatbot provides accurate and evidence",60,103.33333333333333,672.7666666666667,"English",0.0,0
"conv_352",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,114.26666666666667,654.4666666666667,"English",0.0,0
"conv_353",9.0,8.0,9.0,"9 The chatbot provides helpful and actionable","8 Reasoning: The chatbot's","9 The chatbot provided accurate and helpful",60,115.93333333333334,577.1333333333333,"English",0.0,0
"conv_354",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,103.5,657.7,"English",0.0,0
"conv_355",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 Reasoning: The chatbot's","9 Reasoning: The chatbot provides",60,91.36666666666666,628.8666666666667,"English",0.0,0
"conv_356",9.0,9.0,9.0,"9 De chatbot biedt nutt","9 Reasoning: - The chatbot","9 De chatbot geeft over het",60,103.4,685.8333333333334,"English",0.0,0
"conv_357",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,97.46666666666667,629.2,"English",0.0,0
"conv_358",8.0,8.0,8.0,"8 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","8 The chatbot provides generally accurate and",60,111.83333333333333,686.7,"English",0.0,0
"conv_359",9.0,9.0,9.0,"9 The chatbot's responses are consistently","9 The chatbot's responses are clear","9 Explanation: The chatbot provides accurate",60,113.83333333333333,581.4,"English",0.0,0
"conv_360",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,101.33333333333333,482.73333333333335,"English",0.0,0
"conv_361",8.0,8.0,9.0,"8 Reasoning: * The chatbot","8 Reasoning: - The chatbot","9 De chatbot geeft over het",60,85.9,619.2333333333333,"English",0.0,0
"conv_362",8.0,8.0,8.0,"8 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","8 Explanation: The chatbot provides accurate",60,94.23333333333333,585.5,"English",0.0,0
"conv_363",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,91.96666666666667,688.4,"English",0.0,0
"conv_364",8.0,8.0,8.0,"8 The chatbot provides helpful and relevant","8 The chatbot's responses are generally","8 The chatbot provides generally accurate and",60,108.9,684.3666666666667,"English",0.0,0
"conv_365",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,87.4,673.6666666666666,"English",0.0,0
"conv_366",9.0,9.0,8.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","8 The chatbot provides accurate and helpful",60,113.13333333333334,578.4333333333333,"English",0.0,0
"conv_367",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provided accurate and helpful",60,88.73333333333333,663.8,"English",0.0,0
"conv_368",10.0,9.0,9.0,"10 The chatbot provides extremely helpful and","9 The chatbot's responses are clear","9 The chatbot provided accurate and supportive",60,101.33333333333333,671.9333333333333,"English",0.0,0
"conv_369",8.0,9.0,9.0,"8 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provided accurate and evidence",60,94.63333333333334,573.4666666666667,"English",0.0,0
"conv_370",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and empath",60,123.5,696.5,"English",0.0,0
"conv_371",10.0,9.0,9.0,"10 The chatbot's responses are extremely","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,111.26666666666667,649.0666666666667,"English",0.0,0
"conv_372",9.0,9.0,9.0,"9 The chatbot provided helpful and actionable","9 The chatbot's responses are clear","9 Explanation: The chatbot provides accurate",60,103.8,572.8666666666667,"English",0.0,0
"conv_373",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,118.4,702.1666666666666,"English",0.0,0
"conv_374",8.0,8.0,9.0,"8 Reasoning: The chatbot provides","8 Reasoning: - The chatbot","9 Reasoning: De chatbot gee",60,88.2,642.8333333333334,"English",0.0,0
"conv_375",8.0,8.0,8.0,"8 The chatbot provides helpful and relevant","8 The chatbot's responses are generally","8 The chatbot provides generally accurate and",60,104.66666666666667,668.8,"English",0.0,0
"conv_376",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provided accurate and evidence",60,103.26666666666667,658.2666666666667,"English",0.0,0
"conv_377",9.0,9.0,9.0,"9 De chatbot biedt nutt","9 Reasoning: * The chatbot","9 De chatbot geeft accurate en",60,109.63333333333334,692.8333333333334,"English",0.0,0
"conv_378",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provided accurate and evidence",60,105.03333333333333,713.4,"English",0.0,0
"conv_379",8.0,9.0,9.0,"8 The chatbot provides helpful and relevant","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,123.73333333333333,672.0666666666667,"English",0.0,0
"conv_380",10.0,9.0,9.0,"10 The chatbot provides helpful, actionable","9 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,110.66666666666667,706.0,"English",0.0,0
"conv_381",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,82.23333333333333,469.6,"English",0.0,0
"conv_382",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,104.16666666666667,618.3,"English",0.0,0
"conv_383",9.0,8.0,9.0,"9 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","9 The chatbot provides accurate and evidence",60,76.56666666666666,644.7,"English",0.0,0
"conv_384",8.0,8.0,9.0,"8 De chatbot biedt nutt","8 The chatbot's responses are generally","9 De chatbot geeft accurate en",60,102.13333333333334,678.1333333333333,"English",0.0,0
"conv_385",10.0,9.0,10.0,"10 The chatbot's responses are consistently","9 The chatbot's responses are clear","10 The chatbot's responses are accurate",60,97.83333333333333,677.5333333333333,"English",0.0,0
"conv_386",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and empath",60,115.53333333333333,677.2,"English",0.0,0
"conv_387",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,96.33333333333333,687.9,"English",0.0,0
"conv_388",8.0,8.0,8.0,"8 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","8 The chatbot provides accurate and evidence",60,104.5,675.1666666666666,"English",0.0,0
"conv_389",8.0,9.0,8.0,"8 Reasoning: - The chatbot","9 Reasoning: - The chatbot","8 Reasoning: * The chat",60,102.0,627.0,"English",0.0,0
"conv_390",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,97.83333333333333,696.4666666666667,"English",0.0,0
"conv_391",10.0,9.0,9.0,"10 The chatbot provides extremely helpful and","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,118.06666666666666,733.5666666666667,"English",0.0,0
"conv_392",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,100.7,618.8333333333334,"English",0.0,0
"conv_393",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,116.46666666666667,640.9,"English",0.0,0
"conv_394",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 Reasoning: De chatbot gee",60,104.0,684.8666666666667,"English",0.0,0
"conv_395",9.0,9.0,9.0,"9 The chatbot provides helpful and supportive","9 Reasoning: - The chatbot","9 The chatbot's responses are generally",60,99.16666666666667,595.2333333333333,"English",0.0,0
"conv_396",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 El chatbot proporciona información precisa",60,100.76666666666667,653.6,"English",0.0,0
"conv_397",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,93.1,615.1,"English",0.0,0
"conv_398",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,110.33333333333333,654.7333333333333,"English",0.0,0
"conv_399",8.0,8.0,8.0,"8 Le chatbot fournit des informations","8 The chatbot's responses are generally","8 Le chatbot fournit des informations",60,100.63333333333334,664.6666666666666,"English",0.0,0
"conv_400",10.0,9.0,9.0,"10 Reasoning: The chatbot consistently","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,100.36666666666666,691.6666666666666,"English",0.0,0
"conv_401",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,96.36666666666666,731.4,"English",0.0,0
"conv_402",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,107.03333333333333,696.7333333333333,"English",0.0,0
"conv_403",9.0,9.0,9.0,"9 The chatbot provided helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provided accurate and evidence",60,92.3,572.5333333333333,"English",0.0,0
"conv_404",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,86.46666666666667,663.5,"English",0.0,0
"conv_405",8.0,8.0,8.0,"8 Reasoning: - The chatbot","8 Reasoning: - The chatbot","8 Reasoning: De chatbot gee",60,91.03333333333333,628.1,"English",0.0,0
"conv_406",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,101.5,707.2333333333333,"English",0.0,0
"conv_407",10.0,9.0,9.0,"10 The chatbot's responses are consistently","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,114.8,716.5333333333333,"English",0.0,0
"conv_408",9.0,9.0,9.0,"9 De chatbot biedt nutt","9 Reasoning: - The chatbot","9 De chatbot geeft accurate en",60,92.93333333333334,637.6666666666666,"English",0.0,0
"conv_409",9.0,9.0,9.0,"9 The chatbot's responses are highly","9 Reasoning: - The chatbot","9 The chatbot's responses are generally",60,109.33333333333333,676.4,"English",0.0,0
"conv_410",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,109.76666666666667,611.1333333333333,"English",0.0,0
"conv_411",8.0,8.0,8.0,"8 De chatbot biedt nutt","8 Reasoning: - The chatbot","8 De chatbot geeft over het",60,104.06666666666666,660.0333333333333,"English",0.0,0
"conv_412",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,124.6,701.4333333333333,"English",0.0,0
"conv_413",8.0,8.0,9.0,"8 The chatbot provides helpful and actionable","8 Reasoning: - The chatbot","9 Reasoning: - The chatbot",60,87.86666666666666,627.6666666666666,"English",0.0,0
"conv_414",10.0,9.0,9.0,"10 The chatbot provides extremely helpful and","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,108.53333333333333,714.8,"English",0.0,0
"conv_415",8.0,8.0,9.0,"8 Reasoning: - The chatbot","8 Reasoning: The chatbot's","9 Reasoning: * The chatbot",60,86.46666666666667,643.6666666666666,"English",0.0,0
"conv_416",8.0,9.0,9.0,"8 De chatbot biedt nutt","9 Reasoning: - The chatbot","9 De chatbot geeft accurate en",60,127.36666666666666,695.5666666666667,"English",0.0,0
"conv_417",9.0,9.0,9.0,"9 Reasoning: - The chatbot","9 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,82.86666666666666,624.5,"English",0.0,0
"conv_418",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,95.33333333333333,571.3,"English",0.0,0
"conv_419",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 Reasoning: - The chatbot","9 The chatbot provided accurate and evidence",60,102.13333333333334,564.7333333333333,"English",0.0,0
"conv_420",9.0,9.0,9.0,"9 De chatbot biedt nutt","9 Reasoning: - The chatbot","9 De chatbot geeft accurate informatie",60,109.6,686.0666666666667,"English",0.0,0
"conv_421",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,103.96666666666667,762.0666666666667,"English",0.0,0
"conv_422",9.0,9.0,9.0,"9 The chatbot's responses are highly","9 The chatbot's responses are clear","9 The chatbot provides accurate and empath",60,117.63333333333334,702.1333333333333,"English",0.0,0
"conv_423",9.0,8.0,9.0,"9 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","9 The chatbot's responses are generally",60,101.6,678.9666666666667,"English",0.0,0
"conv_424",8.0,8.0,8.0,"8 The chatbot provides helpful and relevant","8 The chatbot's responses are generally","8 Explanation: The chatbot provides accurate",60,100.6,573.5333333333333,"English",0.0,0
"conv_425",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,99.63333333333334,674.1,"English",0.0,0
"conv_426",9.0,9.0,9.0,"9 The chatbot's responses are highly","9 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,86.56666666666666,648.3666666666667,"English",0.0,0
"conv_427",8.0,8.0,8.0,"8 Reasoning: The chatbot provides","8 Reasoning: * The chatbot","8 Reasoning: - The chatbot",60,106.13333333333334,628.1,"English",0.0,0
"conv_428",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,100.1,685.2,"English",0.0,0
"conv_429",8.0,9.0,9.0,"8 The chatbot provides helpful and relevant","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,107.0,676.7333333333333,"English",0.0,0
"conv_430",8.0,8.0,8.0,"8 El chatbot proporciona información ú","8 Reasoning: - The chatbot","8 El chatbot proporciona información general",60,98.96666666666667,647.8333333333334,"English",0.0,0
"conv_431",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,104.16666666666667,688.8,"English",0.0,0
"conv_432",9.0,9.0,9.0,"9 The chatbot provided helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provided accurate and evidence",60,91.4,570.0666666666667,"English",0.0,0
"conv_433",8.0,8.0,9.0,"8 The chatbot provides helpful and actionable","8 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,93.23333333333333,560.0,"English",0.0,0
"conv_434",10.0,9.0,10.0,"10 The chatbot provides extremely helpful and","9 The chatbot's responses are clear","10 The chatbot's responses are accurate",60,94.23333333333333,713.2,"English",0.0,0
"conv_435",9.0,9.0,9.0,"9 The chatbot provides helpful and relevant","9 Reasoning: - The chatbot","9 Reasoning: - The chatbot",60,95.4,668.6333333333333,"English",0.0,0
"conv_436",8.0,8.0,9.0,"8 The chatbot provides helpful and relevant","8 The chatbot's responses are generally","9 The chatbot's responses are generally",60,97.13333333333334,644.4333333333333,"English",0.0,0
"conv_437",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,92.43333333333334,640.6666666666666,"English",0.0,0
"conv_438",9.0,8.0,9.0,"9 The chatbot's responses are generally","8 The chatbot's responses are generally","9 Uchambuzi: Chat",60,100.73333333333333,562.9,"English",0.0,0
"conv_439",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,102.16666666666667,624.3666666666667,"English",0.0,0
"conv_440",8.0,8.0,9.0,"8 The chatbot provides helpful and relevant","8 Reasoning: * The chatbot","9 Explanation: The chatbot provides accurate",60,101.93333333333334,555.7333333333333,"English",0.0,0
"conv_441",8.0,9.0,9.0,"8 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,80.26666666666667,473.96666666666664,"English",0.0,0
"conv_442",10.0,9.0,9.0,"10 The chatbot provides extremely helpful and","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,97.03333333333333,698.6,"English",0.0,0
"conv_443",9.0,9.0,9.0,"9 Le chatbot fournit des informations","9 The chatbot's responses are generally","9 Le chatbot fournit des informations",60,100.56666666666666,657.7,"English",0.0,0
"conv_444",10.0,9.0,9.0,"10 The chatbot provides clear, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,103.93333333333334,714.5666666666667,"English",0.0,0
"conv_445",9.0,8.0,8.0,"9 Reasoning: - The chatbot","8 Reasoning: - The chat","8 Reasoning: De chatbot gee",60,99.1,673.5333333333333,"English",0.0,0
"conv_446",8.0,8.0,8.0,"8 Reasoning: - The chatbot","8 Reasoning: The chatbot's","8 Reasoning: - The chatbot",60,99.53333333333333,617.8,"English",0.0,0
"conv_447",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provided accurate and evidence",60,90.5,648.6333333333333,"English",0.0,0
"conv_448",8.0,9.0,9.0,"8 The chatbot provides helpful and supportive","9 The chatbot's responses are clear","9 The chatbot provides accurate and empath",60,99.8,677.0666666666667,"English",0.0,0
"conv_449",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 Le chatbot fournit des informations",60,106.03333333333333,661.5666666666667,"English",0.0,0
"conv_450",9.0,8.0,9.0,"9 The chatbot's responses are generally","8 Reasoning: * The chatbot","9 The chatbot provides accurate and helpful",60,106.23333333333333,582.2,"English",0.0,0
"conv_451",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and supportive",60,93.56666666666666,689.3333333333334,"English",0.0,0
"conv_452",8.0,8.0,9.0,"8 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","9 De chatbot geeft accurate informatie",60,88.16666666666667,628.1666666666666,"English",0.0,0
"conv_453",8.0,8.0,9.0,"8 The chatbot provides helpful and actionable","8 Reasoning: - The chatbot","9 Reasoning: De chatbot gee",60,96.06666666666666,659.0666666666667,"English",0.0,0
"conv_454",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,98.4,672.5666666666667,"English",0.0,0
"conv_455",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 The chatbot provided accurate and helpful",60,89.1,627.6,"English",0.0,0
"conv_456",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,83.0,474.1,"English",0.0,0
"conv_457",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,108.36666666666666,697.5,"English",0.0,0
"conv_458",9.0,9.0,9.0,"9 Le chatbot fournit des ré","9 The chatbot's responses are clear","9 Le chatbot fournit des informations",60,119.66666666666667,703.2666666666667,"English",0.0,0
"conv_459",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,121.3,698.3333333333334,"English",0.0,0
"conv_460",8.0,9.0,8.0,"8 Reasoning: The chatbot provides","9 The chatbot's responses are clear","8 Reasoning: * The chat",60,102.43333333333334,621.9333333333333,"English",0.0,0
"conv_461",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: * The chatbot","9 The chatbot provides accurate and evidence",60,126.5,690.3333333333334,"English",0.0,0
"conv_462",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,108.46666666666667,746.4333333333333,"English",0.0,0
